read2_code,phecode
J086.,528.6
J0860,528.6
J0861,528.6
J0862,528.6
J0863,528.6
J086z,528.6
J087.,528.6
J0870,528.6
J0871,528.6
J0872,528.6
J0874,528.6
J087z,528.6
J088.,528.0
J08z.,528.0
J08z0,528.0
J08z1,528.0
J08z2,528.11
J08z4,528.0
J08z6,528.0
J08z7,528.0
J08z8,528.11
J08z9,555.1
J08zA,528.0
J08zz,528.0
J09..,529.0
J090.,529.1
J0900,529.1
J0901,529.1
J090z,529.1
J091.,529.1
J092.,529.1
J093.,529.0
J0930,529.0
J0931,529.0
J093z,529.0
J094.,529.0
J094z,529.0
J095.,529.0
J096.,529.6
J09y.,529.0
J09y1,529.0
J09y2,529.0
J09yz,529.0
J09z.,529.0
J0y..,569.0
J0z..,569.0
J10..,530.0
J100.,530.5
J101.,530.1
J1010,530.1
J1011,530.14
J1012,530.1
J1015,530.1
J1016,530.12
J101y,530.1
J101z,530.1
J102.,530.12
J1020,530.11
J1021,530.12
J1025,530.12
J102z,530.12
J103.,530.3
J1030,530.3
J1031,530.3
J1032,750.11
J103z,530.3
J104.,530.0
J105.,530.5
J106.,530.6
J1060,530.6
J1061,530.6
J106z,530.6
J107.,530.7
J10y.,530.2
J10y3,530.12
J10y4,530.11
J10yz,530.2
J10z.,530.0
J11..,531.2
J110.,531.2
J1100,531.2
J1101,531.1
J1102,531.2
J110y,531.2
J110z,531.2
J111.,531.2
J1111,531.1
J1112,531.2
J111z,531.2
J11y.,531.2
J11y0,531.2
J11y1,531.1
J11y2,531.2
J11z.,531.2
J12..,531.3
J120.,531.3
J1200,531.3
J1201,531.1
J1202,531.3
J120y,531.3
J120z,531.3
J121.,531.3
J1210,531.3
J1211,531.1
J1212,531.3
J1214,531.3
J121y,531.3
J121z,531.3
J124.,531.3
J12y.,531.3
J12y0,531.3
J12y1,531.1
J12y2,531.3
J12yz,531.3
J12z.,531.3
J13..,531.4
J130.,531.4
J1300,531.4
J1301,531.1
J1302,531.4
J130y,531.4
J130z,531.4
J131.,531.4
J1311,531.1
J131y,531.4
J131z,531.4
J13y.,531.4
J13y2,531.4
J13yz,531.4
J13z.,531.4
J14..,531.5
J1411,531.1
J14z.,531.5
J15..,535.0
J150.,535.1
J151.,535.8
J1510,535.2
J1511,535.8
J1512,535.8
J151z,535.8
J153.,317.1
J154.,535.8
J1540,561.1
J1541,535.8
J1542,535.8
J1543,535.8
J154z,535.8
J155.,535.0
J156.,535.0
J157.,535.6
J15z.,535.0
J16..,537.0
J160.,537.0
J161.,536.0
J162.,789.0
J1620,789.0
J1621,789.0
J162z,789.0
J16y.,537.0
J16y2,537.0
J16y4,785.0
J16y5,789.0
J16y7,537.0
J16yz,537.0
J16z.,537.0
J16z1,569.0
J17..,537.0
J1700,537.0
J1701,537.0
J170z,537.0
J171.,537.0
J172.,537.0
J173.,537.0
J1731,537.0
J1733,537.0
J174.,537.0
J1744,537.0
J17y0,537.0
J17y1,537.0
J17y2,537.0
J17y5,537.0
J17y6,537.0
J17z.,537.0
J21..,540.1
J22..,540.1
J220.,540.1
J221.,540.1
J223.,540.1
J22z.,540.1
J23..,540.0
J23z.,540.0
J23z0,540.0
J23z4,540.0
J23z5,540.0
J2z..,540.0
J3...,550.0
J3...,550.5
J30..,550.1
J301.,550.1
J3010,550.1
J301z,550.1
J302.,550.1
J3020,550.1
J3021,550.1
J3022,550.1
J3023,550.1
J302z,550.1
J303.,550.1
J3030,550.1
J3031,550.1
J3032,550.1
J3033,550.1
J303z,550.1
J304.,550.1
J305.,550.1
J30y.,550.1
J30y0,550.1
J30y1,550.1
J30y2,550.1
J30y3,550.1
J30yz,550.1
J30z.,550.1
J31..,550.3
J310.,550.3
J311.,550.3
J312.,550.3
J3120,550.3
J3121,550.3
J313.,550.3
J3130,550.3
J3132,550.3
J313z,550.3
J31y.,550.3
J31y0,550.3
J31y2,550.3
J31yz,550.3
J31z.,550.3
J32..,550.4
J321.,550.4
J3211,550.4
J321z,550.4
J322.,550.4
J3221,550.4
J323.,550.4
J3231,550.4
J323z,550.4
J32y.,550.4
J32y1,550.4
J32yz,550.4
J32z.,550.4
J33..,550.5
J33..,550.0
J3311,550.0
J3321,550.0
J333.,550.5
J333.,550.0
J3330,550.5
J3330,550.0
J3332,550.5
J3332,550.0
J333z,550.5
J333z,550.0
J33z.,550.5
J33z.,550.0
J33z2,550.5
J33z2,550.0
J34..,550.2
J341.,550.2
J342.,550.2
J343.,550.2
J34y.,550.2
J34z.,550.2
J353.,550.0
J37..,550.0
J37z.,550.0
J38..,550.0
J3A..,550.0
J3By.,550.0
J3C..,550.5
J3C..,550.0
J3C3.,550.5
J3C3.,550.0
J3Cz.,550.5
J3Cz.,550.0
J3y..,550.0
J3y1.,550.0
J3y3.,550.0
J3yy.,550.0
J3z..,550.0
J3z..,550.5
J3z1.,550.0
J3zz.,550.0
J3zz.,550.5
J4...,564.1
J400.,555.1
J4000,555.1
J4002,555.1
J4003,555.1
J4004,555.1
J400z,555.1
J401.,555.1
J4010,555.1
J4011,555.1
J401z,555.1
J402.,555.1
J40z.,555.1
J41..,555.2
J410.,555.2
J4100,555.21
J4103,555.21
J410z,555.2
J41y.,555.2
J41y0,555.2
J41y1,564.0
J41z.,555.2
J42..,441.0
J420.,441.1
J4200,441.1
J4201,441.1
J4202,441.1
J420y,441.1
J421.,441.2
J4210,441.2
J4211,441.2
J4213,441.2
J43..,561.1
J4301,990.0
J4303,990.0
J4310,569.1
J431z,569.1
J4320,561.1
J4330,558.0
J4331,561.1
J4333,561.1
J433z,561.1
J43z.,561.1
J4z..,558.0
J4z0.,535.8
J4z2.,558.0
J4z3.,558.0
J4z4.,558.0
J4zz.,558.0
J50..,560.4
J500.,560.4
J5002,560.4
J5003,560.4
J5004,560.4
J5005,560.4
J501.,560.1
J5011,564.0
J502.,560.4
J5020,537.0
J5021,560.4
J5022,560.4
J5023,560.4
J502z,560.4
J503.,560.2
J5030,560.4
J5031,560.2
J50y0,560.4
J50y0,560.3
J50y2,560.4
J50y2,560.3
J50yz,560.4
J50z.,560.4
J50z0,560.4
J50z2,560.4
J50z4,560.4
J50z5,560.4
J50zz,560.4
J5100,562.1
J5101,562.1
J5104,562.1
J5105,562.1
J5106,562.1
J5107,562.1
J5108,562.1
J5109,555.1
J510y,562.1
J510z,562.1
J5110,562.1
J5112,562.1
J5115,562.1
J5116,562.1
J5117,562.1
J511y,562.1
J511z,562.1
J512.,562.1
J5120,562.1
J5121,562.1
J5122,562.1
J5125,562.1
J5127,562.1
J5128,562.1
J512y,562.1
J512z,562.1
J51z.,562.1
J520.,563.0
J5200,563.0
J5201,563.0
J5202,563.0
J520y,563.0
J520z,563.0
J521.,564.1
J5210,564.1
J522.,539.0
J5220,539.0
J5221,539.0
J5222,539.0
J526.,565.0
J5260,565.0
J526z,565.0
J5270,564.0
J5272,564.0
J527z,564.0
J528.,564.0
J52y.,564.0
J52y0,564.0
J52yz,564.0
J52z.,564.0
J53..,565.0
J530.,565.0
J5300,565.0
J5301,565.0
J531.,565.0
J5311,565.0
J5313,565.0
J531z,565.0
J53z.,565.0
J540.,565.0
J541.,565.0
J542.,565.0
J543.,565.0
J544.,565.0
J546.,565.0
J54z.,565.0
J55..,567.0
J5503,567.0
J5521,567.0
J5523,567.0
J5524,567.0
J5525,567.0
J5526,567.0
J5528,567.0
J5529,567.0
J552B,567.0
J55y0,567.0
J55y1,567.0
J55y3,567.0
J55yz,567.0
J55z.,567.0
J560.,568.1
J5600,568.1
J5604,568.1
J5606,568.1
J5608,568.1
J5609,568.1
J560A,568.1
J560C,568.1
J560E,568.1
J560F,568.1
J560z,568.1
J56y0,568.0
J56y2,568.0
J56z.,568.0
J570.,565.1
J5700,565.1
J5701,565.1
J571.,565.0
J5710,565.0
J571z,565.0
J572.,565.0
J5721,565.0
J572z,565.0
J573.,578.8
J5730,578.8
J5731,578.8
J573z,578.8
J574.,565.0
J5740,556.0
J5742,556.0
J5743,556.0
J5745,556.0
J5746,556.0
J5747,565.0
J5748,565.0
J5749,565.0
J574A,569.0
J574B,565.0
J574C,565.0
J574F,565.0
J574G,565.0
J574z,565.0
J5760,853.0
J5770,569.0
J57y0,569.0
J57y1,569.0
J57y6,569.0
J57y7,569.0
J57y9,556.1
J57yA,556.1
J57yB,569.0
J57yC,569.0
J57yF,569.0
J57yH,569.0
J57yJ,564.0
J57yK,450.0
J57yL,569.0
J57yN,569.0
J57yO,569.0
J57z.,569.0
J5z..,569.0
J61..,571.51
J610.,317.11
J611.,317.11
J613.,317.11
J614.,70.4
J6140,70.4
J6141,70.4
J6143,70.4
J614y,70.4
J614z,70.4
J615.,571.51
J6153,571.51
J6155,571.51
J615y,571.51
J615z,571.51
J616.,571.6
J6160,571.6
J616z,571.6
J61y.,573.0
J61y1,571.5
J61y2,579.2
J61y2,573.3
J61y3,571.51
J61y7,571.5
J61yz,573.0
J61z.,573.0
J62..,571.8
J620.,571.8
J6201,571.8
J620z,571.8
J621.,571.8
J622.,571.8
J623.,571.81
J624.,571.8
J63..,573.0
J6315,70.0
J633.,70.9
J6330,70.9
J633z,70.9
J634.,573.0
J635.,70.9
J6350,70.9
J6352,70.9
J6355,70.4
J6355,573.0
J6356,70.9
J63y.,573.0
J63z.,573.0
J64..,574.1
J640.,574.11
J6400,574.11
J641.,574.12
J6410,574.12
J6411,574.12
J642.,574.1
J6420,574.1
J642z,574.1
J643.,574.2
J643.,574.12
J6430,574.2
J6430,574.12
J643z,574.2
J643z,574.12
J644.,574.2
J644.,574.12
J645.,574.2
J646.,574.1
J64z.,574.1
J64z0,574.1
J65..,575.7
J650.,574.3
J6500,574.3
J6502,574.3
J6503,574.3
J6504,574.3
J650z,574.3
J651.,574.3
J6510,574.3
J651y,574.3
J651z,574.3
J652.,575.7
J6522,575.7
J654.,575.7
J6541,575.7
J655.,575.7
J6550,575.8
J6553,575.7
J656.,575.6
J65y.,575.7
J65y0,575.7
J65y3,575.7
J65y4,575.7
J65y6,575.7
J65yA,575.7
J65yB,575.7
J65yC,575.7
J65z.,575.7
J66..,575.8
J660.,575.8
J661.,575.1
J6610,575.1
J6611,575.1
J6612,575.1
J6614,575.1
J6617,575.1
J6618,575.1
J6619,575.1
J661y,575.1
J661z,575.1
J662.,575.2
J6621,575.2
J663.,575.8
J6640,575.8
J665.,575.8
J66y.,575.8
J66y2,575.8
J66y3,575.8
J66y4,575.2
J66y6,575.2
J66y7,575.8
J66yz,575.8
J66z.,575.8
J67..,577.0
J671.,577.2
J672.,577.3
J6720,577.3
J6721,577.3
J672z,577.0
J67y0,577.0
J67y1,577.0
J67z.,577.0
J68..,578.9
J680.,578.1
J681.,578.2
J68z.,578.9
J68z0,578.9
J68zz,578.9
J69..,557.0
J690.,557.1
J6901,557.1
J690z,557.1
J691.,557.1
J694.,577.0
J69y.,557.0
J69y2,557.0
J69y4,557.0
J69y5,557.0
J69y6,557.0
J69y7,557.0
J69yz,557.0
J69z.,557.0
J6y..,569.0
J6z..,569.0
Jy...,569.0
Jyu04,523.0
Jyu07,525.0
Jyu08,526.1
Jyu09,706.2
Jyu0B,527.8
Jyu0C,528.11
Jyu0D,528.0
Jyu0E,529.0
Jyu0F,523.0
Jyu12,535.1
Jyu13,535.8
Jyu20,540.1
Jyu32,550.0
Jyu40,555.1
Jyu41,555.2
Jyu42,561.1
Jyu56,560.1
Jyu57,564.0
Jyu60,567.0
Jyu61,568.0
Jyu71,571.51
Jyu77,70.9
Jyu80,574.1
Jyu81,574.3
Jyu82,575.7
Jyu84,577.2
Jyu90,557.0
Jz...,569.0
K00y2,580.11
K01..,580.2
K010.,580.2
K011.,580.12
K012.,580.11
K013.,580.32
K014.,580.12
K015.,580.12
K016.,580.12
K017.,580.11
K019.,580.11
K01A.,580.11
K01z.,580.2
K02..,580.14
K020.,580.12
K021.,580.12
K022.,580.11
K02y2,580.12
K03..,580.32
K031.,580.12
K0320,580.32
K0321,593.0
K0326,593.0
K032y,580.11
K03z.,580.32
K04..,585.1
K040.,585.1
K04y.,585.1
K04z.,585.1
K05..,585.3
K06..,585.2
K070.,586.11
K072.,586.11
K07z.,586.11
K08..,588.0
K080.,588.1
K0803,588.1
K080z,588.1
K081.,588.0
K08y0,588.0
K08y1,252.1
K08y4,588.0
K08z.,588.0
K09..,586.11
K090.,586.11
K091.,586.11
K09z.,586.11
K0A..,580.32
K0A2.,593.0
K0A25,580.11
K0A3.,580.14
K0A31,580.12
K0A41,580.32
K0A51,580.32
K0C1.,580.32
K0C4.,580.32
K0y..,586.0
K0z..,586.0
K10..,590.0
K100.,590.0
K1002,590.0
K1003,590.0
K1006,594.0
K100z,590.0
K101.,590.0
K1012,590.0
K1013,590.0
K101z,590.0
K102.,590.0
K1020,590.0
K1021,590.0
K10y.,590.0
K10y0,590.0
K10y1,590.0
K10y2,590.0
K10yz,590.0
K10z.,590.0
K11..,595.0
K110.,595.0
K111.,595.0
K112.,595.0
K11z.,595.0
K12..,594.0
K120.,594.1
K1200,594.1
K120z,594.1
K121.,594.3
K12z.,594.0
K13..,586.0
K131.,586.0
K132.,586.2
K1320,586.2
K1321,586.2
K132z,586.2
K133.,586.4
K1331,586.4
K133z,586.4
K134.,586.4
K1340,586.4
K134z,586.4
K135.,586.4
K136.,269.0
K137.,586.12
K138.,401.22
K1382,586.3
K1383,1008.0
K13y0,586.0
K13y1,586.0
K13y5,586.0
K13y7,586.0
K13y8,1008.0
K13z.,586.0
K13z0,585.2
K14..,594.2
K140.,594.2
K1400,594.2
K140z,594.2
K141.,594.2
K14y.,594.2
K14z.,594.2
K15..,592.1
K151.,592.13
K1510,592.13
K1512,592.13
K151z,592.13
K152.,592.12
K1520,592.12
K152y,592.12
K152z,592.12
K153.,592.12
K1530,592.12
K1531,592.12
K1532,592.12
K153z,592.12
K155.,592.1
K15y.,592.1
K15y0,592.1
K15y1,990.0
K15y2,592.1
K15yz,592.1
K15z.,592.1
K160.,596.1
K161.,596.0
K1611,596.0
K1612,596.0
K1613,596.0
K162.,596.0
K163.,596.0
K1630,596.0
K1632,596.0
K163z,596.0
K164.,596.5
K1640,596.5
K1641,596.5
K164z,596.5
K165.,596.5
K1651,596.5
K165z,596.5
K16y.,596.0
K16y3,596.0
K16y4,596.5
K16y5,596.0
K16y7,596.0
K16yz,596.0
K16z.,596.0
K17..,592.2
K170.,592.2
K1704,592.2
K171.,592.2
K17y.,592.2
K17y0,592.2
K17y1,592.21
K17y2,592.2
K17y4,592.2
K17y5,592.2
K17y6,592.2
K17y7,751.2
K17yz,592.2
K17z.,90.0
K18..,597.1
K182.,597.1
K183.,597.1
K18y.,597.1
K18z.,597.1
K19..,599.0
K190.,591.0
K1900,591.0
K1901,591.0
K1902,591.0
K1903,591.0
K1904,591.0
K190z,591.0
K191.,597.0
K191z,597.0
K192.,597.0
K193.,597.0
K194.,597.0
K195.,597.0
K195.,618.1
K196.,599.1
K197.,593.0
K1970,593.0
K1971,593.0
K1972,593.0
K1973,593.0
K1974,593.0
K19y.,599.0
K19y1,597.0
K19y2,597.0
K19y3,599.0
K19y3,598.0
K19yw,599.0
K19yz,599.0
K19z.,599.0
K1y..,599.0
K1z..,599.0
K2...,608.0
K20..,600.0
K200.,600.0
K201.,600.0
K20z.,600.0
K21..,601.1
K210.,601.11
K211.,601.12
K212.,601.11
K213.,601.1
K21z.,601.1
K22..,602.0
K220.,602.0
K221.,602.0
K2210,602.0
K2211,602.0
K222.,602.0
K22y.,602.0
K22y2,602.0
K22yz,602.0
K22z.,602.0
K23..,603.1
K230.,603.1
K231.,603.1
K23z.,603.1
K24..,603.0
K240.,603.0
K2400,603.0
K2401,603.0
K2402,603.0
K240z,603.0
K241.,603.0
K2410,603.0
K2411,603.0
K2412,603.0
K2413,603.0
K241z,603.0
K242.,603.0
K2420,603.0
K2421,603.0
K2422,603.0
K242z,603.0
K24z.,603.0
K25..,604.1
K250.,604.1
K251.,604.1
K252.,604.1
K253.,604.1
K254.,604.1
K25z.,604.1
K26..,609.1
K260.,609.1
K261.,609.1
K26z.,609.1
K27..,604.0
K271.,601.4
K2711,601.4
K271z,601.4
K272.,601.8
K2720,601.8
K2721,601.8
K2722,601.8
K2723,601.8
K272z,601.8
K273.,604.0
K274.,604.1
K2753,604.0
K276.,604.0
K27y.,604.0
K27y0,604.0
K27y1,605.0
K27y3,604.1
K27y5,604.0
K27yz,604.0
K27z.,604.0
K280.,601.8
K281.,603.2
K282.,603.0
K2820,603.0
K2821,603.0
K2823,603.0
K282z,603.0
K283.,603.0
K284.,601.8
K2840,601.8
K2841,601.8
K2842,601.8
K2843,601.8
K2844,601.8
K2845,601.8
K286.,608.0
K2860,916.0
K2861,608.0
K2863,608.0
K286v,608.0
K28y.,608.0
K28y2,608.0
K28y3,608.0
K28y5,608.0
K28y6,608.0
K28y7,604.0
K28ys,608.0
K28yt,608.0
K28yu,608.0
K28yv,608.0
K28yx,608.0
K28yz,608.0
K28z.,608.0
K2z..,608.0
K3...,613.9
K30..,610.8
K300.,610.1
K302.,610.2
K3020,610.2
K3021,610.2
K3022,610.2
K302z,610.2
K303.,610.3
K304.,610.8
K30y.,610.8
K30y0,610.8
K30yz,610.8
K30z.,610.8
K31..,613.9
K310.,613.1
K3100,613.1
K3102,613.1
K3103,613.1
K3104,613.1
K3106,613.1
K3107,613.1
K3108,613.1
K310z,613.1
K311.,612.2
K3110,612.2
K3111,612.2
K311z,612.2
K312.,613.1
K313.,613.1
K314.,613.0
K315.,613.8
K316.,612.1
K317.,613.7
K3171,611.3
K3172,613.7
K3174,613.7
K3175,613.7
K317z,613.7
K31y.,613.8
K31y0,613.8
K31y1,613.8
K31y2,613.8
K31yz,613.8
K3y..,613.9
K3z..,613.9
K4...,614.33
K400.,614.31
K4000,614.31
K4003,614.31
K4008,614.31
K400z,614.31
K401.,614.32
K4013,614.32
K4015,614.32
K4017,614.3
K401z,614.32
K402.,614.3
K4020,614.3
K4021,614.3
K4022,614.3
K4025,614.3
K4026,614.3
K403.,614.31
K4031,614.31
K4040,614.31
K4043,614.32
K404z,614.32
K405.,614.32
K4050,614.32
K406.,614.33
K4061,614.33
K407.,614.1
K4070,614.1
K4071,614.1
K407z,614.1
K408.,614.0
K40y.,614.0
K40z.,614.33
K4100,614.4
K4101,614.4
K4104,614.4
K4105,614.4
K410z,614.4
K4110,614.4
K41z0,614.4
K41z1,614.4
K41z4,614.4
K420.,614.51
K4200,614.51
K4201,614.51
K4202,614.51
K4203,614.51
K4204,614.51
K4205,614.51
K4206,614.51
K4208,614.51
K420z,614.51
K421.,614.52
K4210,614.52
K4211,614.52
K4212,614.52
K4213,614.52
K4218,614.52
K421z,614.52
K422.,614.53
K423.,614.53
K424.,614.54
K4240,614.54
K4241,614.54
K4242,614.54
K425.,614.54
K4250,614.54
K4251,614.54
K425z,614.54
K42y0,614.5
K42y1,614.54
K42y2,614.5
K42y3,614.53
K42yz,614.0
K42z.,614.33
K4y..,614.0
K4z..,614.33
K500.,615.0
K5000,615.0
K5002,615.0
K501.,615.0
K502.,615.0
K503.,615.0
K5030,615.0
K5031,615.0
K5033,615.0
K5040,615.0
K5041,615.0
K5052,615.0
K505z,615.0
K50y.,615.0
K50y0,615.0
K50y2,615.0
K50yz,615.0
K50z.,615.0
K51..,618.1
K510.,618.1
K5100,618.1
K5101,618.1
K5102,618.1
K5103,597.0
K5103,618.1
K5104,618.0
K510z,618.0
K511.,618.2
K5110,618.2
K5111,618.2
K5112,618.2
K511z,618.2
K512.,618.2
K514.,618.2
K515.,618.5
K5161,618.6
K516z,618.6
K517.,618.0
K51y.,618.0
K51y1,618.0
K51y2,619.4
K51yz,618.0
K51z.,618.1
K52..,617.0
K520.,617.0
K5201,617.0
K5202,617.0
K5206,617.0
K5207,617.0
K521.,617.0
K5212,617.0
K5216,617.0
K5217,617.0
K5221,617.0
K52y.,617.0
K52z.,617.0
K53..,619.1
K530.,628.0
K531.,628.0
K5310,628.0
K5311,628.0
K5312,628.0
K532.,628.0
K5322,628.0
K5323,220.0
K532z,628.0
K5330,624.2
K534.,619.1
K5340,619.1
K535.,619.1
K5350,619.1
K5352,619.1
K5353,619.1
K537.,617.0
K53y.,619.1
K53y2,619.1
K53y6,619.1
K53yz,619.1
K53z.,619.1
K54..,619.2
K540.,622.1
K541.,674.0
K5421,623.0
K5422,623.0
K543.,621.0
K5430,621.0
K5431,621.0
K5432,621.0
K543z,621.0
K544.,626.0
K5460,619.2
K5461,619.2
K54y.,619.2
K54y0,619.2
K54y1,619.2
K54y2,619.2
K54yz,619.2
K54z.,619.2
K55..,619.3
K550.,619.3
K5500,619.3
K5501,619.3
K5502,619.3
K550z,619.3
K5511,180.3
K5512,1010.0
K551z,180.3
K552.,624.0
K5531,617.0
K554.,619.3
K5540,619.3
K5543,619.3
K554z,619.3
K555.,619.3
K556.,623.0
K557.,622.2
K55y0,619.3
K55y1,619.3
K55y2,619.3
K55z.,619.3
K56..,619.4
K560.,620.0
K561.,624.0
K562.,619.4
K5620,619.4
K5624,619.4
K562z,619.4
K563.,619.4
K564.,619.4
K565.,619.4
K566.,619.4
K567.,622.0
K56y.,619.4
K56y0,619.4
K56y1,626.0
K56z.,619.4
K57..,619.5
K570.,624.1
K5700,624.1
K5701,624.1
K570z,624.1
K571.,624.2
K572.,619.5
K5740,619.5
K5741,619.5
K575.,619.5
K576.,622.0
K5760,622.0
K5761,622.0
K57y.,619.5
K57y0,619.5
K57y1,619.5
K57y2,624.2
K57yz,619.5
K57z.,619.5
K580.,625.1
K581.,625.1
K582.,626.21
K583.,626.2
K584.,626.4
K585.,625.0
K586.,599.4
K586.,624.9
K58z.,619.0
K59..,626.13
K590.,626.11
K5900,626.11
K5901,626.11
K590z,626.11
K591.,626.11
K5910,626.11
K5911,626.11
K5913,626.11
K591z,626.11
K592.,626.12
K5920,626.12
K5921,626.12
K592z,626.12
K594.,626.13
K5940,626.13
K594z,626.13
K595.,626.14
K596.,626.14
K597.,625.0
K59y0,625.0
K59y1,625.0
K59y2,625.0
K59yx,626.1
K59yy,626.1
K59yz,626.13
K59z.,626.13
K5A..,627.0
K5A0.,627.4
K5A1.,627.1
K5A2.,627.2
K5A20,627.2
K5A21,627.1
K5A22,627.1
K5A23,627.1
K5A2z,627.2
K5A3.,627.3
K5A4.,627.0
K5Ay.,627.0
K5Az.,627.0
K5B..,626.8
K5B0.,626.15
K5B00,626.15
K5B01,626.15
K5B2.,626.8
K5B20,626.8
K5B3.,626.8
K5B40,626.8
K5By.,626.8
K5By0,626.8
K5By1,626.8
K5Byz,626.8
K5Bz.,626.8
K5C0.,625.0
K5C1.,625.0
K5z..,619.0
Kyu08,580.32
Kyu10,590.0
Kyu12,586.4
Kyu1E,590.0
Kyu1F,595.0
Kyu20,585.1
Kyu21,585.3
Kyu50,592.12
Kyu51,592.1
Kyu52,596.5
Kyu55,592.2
Kyu56,597.1
Kyu5A,599.4
Kyu5D,596.5
Kyu5E,596.5
Kyu5F,599.0
Kyu5G,269.0
Kyu61,602.0
Kyu62,603.1
Kyu63,601.8
Kyu70,610.8
Kyu71,613.7
Kyu72,613.8
Kyu83,614.5
Kyu88,614.5
Kyu90,615.0
Kyu91,618.0
Kyu95,628.0
Kyu97,622.1
Kyu9C,626.1
Kyu9D,626.1
Kyu9F,627.0
Kyu9J,622.1
Kyu9K,180.3
Kyu9M,620.0
Kyu9N,184.2
L00..,634.1
L000.,634.1
L01..,634.0
L010.,634.0
L011.,634.0
L03..,634.3
L030.,634.3
L031.,634.3
L0311,634.3
L0312,634.3
L031z,634.3
L032.,634.3
L03y1,634.3
L03z.,634.3
L04..,634.0
L040.,634.0
L040x,634.0
L040y,634.0
L040z,634.0
L041.,634.0
L0410,634.0
L041w,634.0
L041y,634.0
L041z,634.0
L042.,634.0
L0420,634.0
L0421,634.0
L042w,634.0
L042y,634.0
L042z,634.0
L04z.,634.0
L050.,634.0
L050z,634.0
L051.,634.0
L051z,634.0
L052.,634.0
L052y,634.0
L052z,634.0
L05z.,634.0
L09..,639.0
L090.,639.0
L0900,639.0
L0903,639.0
L090y,639.0
L090z,639.0
L091.,639.0
L091z,639.0
L0926,639.0
L0970,634.0
L0971,634.0
L1...,646.0
L10..,636.3
L100.,636.3
L1000,636.3
L1002,636.3
L100z,636.3
L10y.,636.3
L10y0,636.3
L10z.,636.3
L10zz,636.3
L110.,635.2
L110z,635.2
L111.,635.2
L1111,635.2
L111z,635.2
L112.,635.2
L1120,635.2
L1121,635.2
L112z,635.2
L115.,635.2
L11y1,635.2
L11yz,635.2
L11z1,635.2
L12..,642.0
L120.,642.0
L1200,642.0
L1201,642.0
L1202,642.0
L120z,642.0
L1230,642.0
L1234,642.0
L123z,642.0
L125.,646.0
L1250,642.1
L1251,642.1
L1252,642.1
L1254,642.1
L125z,642.1
L126.,642.1
L1261,642.1
L1263,642.1
L126z,642.1
L128.,642.0
L1280,642.0
L1280,649.0
L12z.,642.0
L12z1,642.0
L12z3,642.0
L12zz,642.0
L13..,643.1
L1300,643.1
L130z,643.1
L131.,643.1
L132.,643.0
L1322,643.0
L13yz,643.0
L13z.,643.0
L140.,636.0
L141.,636.0
L15..,645.0
L1501,645.0
L161.,646.0
L1610,646.0
L161z,646.0
L163.,634.0
L165.,647.1
L166.,647.1
L1665,647.1
L1666,647.1
L1667,647.1
L169.,646.0
L16A.,646.0
L16A0,646.0
L16Az,646.0
L16B.,636.0
L16C1,646.0
L16D.,646.0
L16y.,646.0
L16z.,646.0
L172.,647.0
L175z,647.0
L18..,646.0
L180.,649.1
L1803,649.1
L1806,649.1
L1808,649.1
L181.,649.0
L182.,644.0
L1820,644.0
L1821,644.0
L1822,644.0
L1823,644.0
L1824,644.0
L1825,644.0
L182z,644.0
L188.,646.0
L1883,656.0
L18A.,646.0
L192.,651.0
L1A..,830.0
L1A..,1009.0
L1A..,646.0
L2...,646.0
L200.,650.0
L20z.,650.0
L21..,651.0
L210.,651.0
L2101,651.0
L2102,651.0
L210z,651.0
L211.,651.0
L2121,651.0
L2130,651.0
L2130,634.0
L2132,651.0
L220z,652.0
L221.,652.0
L2210,652.0
L2211,652.0
L2221,652.0
L222z,652.0
L223.,652.0
L224.,652.0
L225.,652.0
L2251,652.0
L225z,652.0
L226.,652.0
L2271,652.0
L23..,652.0
L231.,738.0
L231z,738.0
L234.,652.0
L24..,654.1
L240.,619.2
L243.,619.2
L244.,654.1
L2440,654.1
L2450,636.8
L245z,636.8
L25..,655.0
L250.,655.0
L2501,655.0
L2511,655.0
L251z,655.0
L257.,679.0
L261z,654.2
L262.,654.2
L2630,661.0
L2631,661.0
L263z,661.0
L264.,656.0
L2640,634.0
L2641,634.0
L264z,634.0
L265.,634.0
L266.,658.0
L2661,658.0
L2670,655.0
L26y.,655.0
L27..,653.0
L270.,653.0
L270z,653.0
L28..,653.0
L280.,653.0
L2802,653.0
L281.,653.0
L2810,653.0
L2811,653.0
L291.,645.0
L292.,655.0
L2A3.,656.0
L2A5.,656.0
L2D..,857.0
L3...,669.0
L3004,652.0
L3006,652.0
L301.,652.0
L3021,652.0
L303.,652.0
L3031,652.0
L3041,652.0
L304z,652.0
L305.,652.0
L3051,652.0
L308.,652.0
L309z,652.0
L32..,661.0
L322.,661.0
L330z,663.0
L34..,665.0
L340.,665.0
L3400,665.0
L3401,665.0
L3410,665.0
L3411,665.0
L3412,665.0
L341z,665.0
L342.,665.0
L3420,665.0
L3421,665.0
L3422,665.0
L3430,665.0
L3431,665.0
L344.,665.0
L3441,665.0
L345.,665.0
L3451,665.0
L345z,665.0
L34z.,665.0
L35..,665.0
L351.,635.0
L352.,619.2
L353.,665.0
L354.,665.0
L356.,665.0
L3561,665.0
L357.,665.0
L3570,665.0
L3571,665.0
L35y.,665.0
L35y4,665.0
