read2_code,phecode
C39..,279.0
C3900,279.11
C3901,279.11
C3903,279.11
C3904,279.1
C393.,279.1
C394.,709.7
C398.,279.11
C399.,697.0
C3990,279.1
Cyu1.,246.0
Cyu12,241.0
Cyu2.,250.2
Cyu30,251.1
Cyu41,252.1
Cyu4A,255.0
Cyu64,261.0
Cyu84,271.3
Cyu8D,272.1
Cyu8L,270.33
D0...,281.9
D00..,280.1
D000.,280.2
D001.,280.1
D00y.,280.1
D00y1,280.1
D00yz,280.1
D00z.,280.1
D00zz,280.1
D01..,281.9
D010.,281.11
D011.,281.12
D0110,281.12
D0111,281.12
D011X,281.12
D012.,281.13
D0121,281.13
D0125,281.13
D012z,281.13
D0130,281.1
D01z.,281.9
D01z0,281.1
D0y..,281.0
D0z..,281.9
D1...,283.0
D100.,282.9
D1020,282.9
D1021,282.9
D104.,282.8
D1041,282.8
D1042,282.8
D1043,282.8
D1044,282.8
D1045,282.8
D1048,282.8
D104z,282.8
D105.,282.5
D106.,282.5
D1062,282.5
D107.,282.8
D1078,282.8
D1079,282.8
D107A,282.8
D107z,282.8
D10y0,282.9
D11..,283.0
D110.,283.1
D110z,283.1
D1113,283.21
D1120,285.8
D1121,285.8
D112z,285.8
D1z..,283.0
D20..,284.0
D2010,284.0
D2015,284.0
D2016,284.0
D21..,284.0
D213.,200.0
D214.,285.0
D21y.,285.0
D21y3,285.0
D21z.,285.0
D2y..,285.0
D2z..,285.0
D3...,287.0
D30..,286.7
D300.,286.13
D301.,286.1
D302.,286.1
D3031,286.12
D3032,286.12
D3035,286.12
D3036,286.12
D3038,286.12
D3039,286.12
D304.,286.11
D306.,286.6
D3072,286.4
D308.,286.13
D309.,286.12
D30B.,286.12
D30z.,286.7
D31..,287.0
D310.,287.2
D3100,287.2
D311.,287.4
D3110,287.4
D3120,287.0
D3121,287.0
D312z,287.0
D313.,287.31
D3130,287.31
D3133,287.31
D313z,287.31
D314.,287.32
D3141,287.32
D314y,287.32
D314z,287.32
D315.,287.3
D31X.,287.0
D31z.,287.0
D3y..,287.0
D3y0.,200.0
D3y1.,289.0
D3z..,287.0
D40..,288.0
D400.,288.11
D4000,288.11
D4002,288.11
D4003,288.11
D4004,288.11
D4006,288.11
D4009,288.11
D400A,288.11
D4012,288.0
D402.,288.0
D403.,288.3
D4031,288.3
D4033,288.3
D403z,288.3
D40y.,288.0
D40y0,288.0
D40y1,288.0
D40y2,288.0
D40y3,288.0
D40yz,288.0
D41..,289.0
D410.,289.8
D4100,289.8
D4102,289.8
D410z,289.8
D411.,289.4
D412.,289.4
D4120,289.4
D412z,289.4
D413.,289.4
D414.,289.5
D415.,289.5
D4155,289.5
D4157,289.5
D415A,289.5
D416.,289.9
D417.,289.9
D418.,450.0
D41y.,289.0
D41y0,289.0
D41y2,277.0
D41y3,284.0
D41y4,289.0
D41yz,289.0
D41z.,289.0
Dy...,289.0
Dyu00,280.1
Dyu06,281.12
Dyu13,282.8
Dz...,289.0
Eu...,300.0
Eu01.,290.16
Eu011,290.16
Eu012,290.16
Eu013,290.16
Eu01z,290.16
Eu02.,290.1
Eu02z,290.1
Eu04.,290.2
Eu04y,290.2
Eu04z,290.2
Eu05.,291.4
Eu052,295.3
Eu053,296.0
Eu054,300.1
Eu056,290.3
Eu057,292.2
Eu060,291.4
Eu062,291.4
Eu0z.,290.0
Eu10.,316.0
Eu100,317.0
Eu101,317.0
Eu102,317.0
Eu103,317.1
Eu104,290.2
Eu105,317.0
Eu106,317.1
Eu107,317.1
Eu108,317.1
Eu112,316.0
Eu113,316.0
Eu12.,316.0
Eu122,316.0
Eu132,316.0
Eu15.,316.0
Eu152,316.0
Eu192,290.3
Eu20.,295.1
Eu200,295.1
Eu201,295.1
Eu202,295.1
Eu203,295.1
Eu20z,295.1
Eu21.,301.1
Eu22.,295.2
Eu220,295.2
Eu223,295.2
Eu22z,295.2
Eu23.,291.1
Eu230,291.1
Eu232,295.3
Eu233,295.2
Eu23y,291.1
Eu23z,291.1
Eu24.,295.2
Eu25.,295.1
Eu250,295.1
Eu251,295.1
Eu25z,295.1
Eu26.,295.3
Eu2z.,295.3
Eu30.,296.1
Eu300,296.1
Eu301,296.1
Eu30z,296.1
Eu31.,296.1
Eu310,296.1
Eu314,296.1
Eu315,296.1
Eu316,296.1
Eu317,296.1
Eu319,296.1
Eu31y,296.1
Eu31z,296.1
Eu32A,296.22
Eu32y,296.1
Eu32y,296.22
Eu330,296.22
Eu331,296.22
Eu332,296.22
Eu333,296.22
Eu334,296.22
Eu33y,296.22
Eu34.,296.0
Eu340,301.0
Eu341,300.4
Eu3y0,296.0
Eu3y1,296.0
Eu3y2,296.0
Eu3yy,296.0
Eu3z.,296.0
Eu4..,300.0
Eu40.,300.13
Eu400,300.12
Eu401,300.12
Eu402,300.13
Eu403,300.13
Eu40y,300.13
Eu40z,300.13
Eu41.,300.1
Eu410,300.12
Eu411,300.11
Eu412,300.1
Eu413,300.1
Eu41y,300.1
Eu41z,300.1
Eu42.,300.3
Eu420,300.3
Eu421,300.3
Eu422,300.3
Eu43.,304.0
Eu430,300.8
Eu431,300.9
Eu432,304.0
Eu43z,304.0
Eu44.,303.1
Eu441,303.1
Eu444,303.4
Eu445,303.4
Eu446,303.4
Eu44y,295.0
Eu450,303.4
Eu451,303.4
Eu452,303.4
Eu453,303.3
Eu454,303.4
Eu455,303.3
Eu45y,303.3
Eu45z,303.4
Eu46.,300.0
Eu460,300.0
Eu461,303.1
Eu46y,300.0
Eu46y,306.0
Eu46y,303.0
Eu46z,300.0
Eu50.,305.2
Eu500,305.21
Eu501,305.2
Eu502,305.2
Eu503,305.2
Eu505,305.2
Eu50y,305.2
Eu50z,305.2
Eu51.,327.0
Eu510,327.4
Eu513,327.5
Eu515,327.4
Eu52.,302.0
Eu520,302.1
Eu521,302.0
Eu522,302.0
Eu522,605.0
Eu523,302.0
Eu524,302.0
Eu526,302.0
Eu527,605.0
Eu527,302.0
Eu52z,302.0
Eu60.,301.0
Eu600,301.0
Eu601,301.1
Eu602,301.2
Eu603,301.2
Eu604,301.0
Eu605,301.1
Eu606,301.0
Eu607,301.0
Eu60y,301.0
Eu60z,301.0
Eu61.,301.0
Eu63.,312.3
Eu630,312.3
Eu633,315.0
Eu633,312.3
Eu64.,302.0
Eu640,302.0
Eu64z,302.0
Eu65.,302.0
Eu662,302.0
Eu6z.,301.0
Eu70.,315.3
Eu70z,315.3
Eu71.,315.3
Eu800,315.2
Eu801,315.2
Eu806,315.2
Eu810,315.1
Eu814,315.1
Eu815,315.1
Eu816,315.1
Eu81z,315.1
Eu840,313.3
Eu841,313.3
Eu845,313.3
Eu84z,313.3
Eu911,312.0
Eu95.,313.2
Eu952,313.2
Eu9y4,313.2
Eu9y5,313.2
Eu9y7,313.0
Euz..,300.0
F00..,320.0
F000.,320.0
F001.,320.0
F00z.,320.0
F011z,320.0
F02..,320.0
F022.,320.0
F023.,320.0
F02z.,320.0
F03..,323.0
F030z,323.0
F035.,323.8
F035.,323.0
F035z,323.8
F035z,323.0
F037.,323.2
F03y.,323.8
F03y.,323.0
F03z.,323.0
F040.,324.0
F0400,324.0
F041.,324.0
F04z0,324.0
F0500,325.0
F051.,325.0
F0512,325.0
F053.,325.0
F0530,325.0
F10..,331.9
F1012,331.0
F1013,331.0
F1015,331.0
F110.,290.11
F1100,290.11
F1101,290.11
F111.,331.9
F112.,290.12
F113.,331.1
F1130,331.1
F113z,331.1
F114.,331.1
F115.,331.1
F118.,331.0
F11x0,331.0
F11y1,334.1
F11z.,331.9
F12..,332.0
F120.,332.0
F121.,349.0
F122.,306.0
F12X.,349.0
F12z.,332.0
F130.,333.8
F1302,333.8
F131.,333.1
F1310,333.1
F1311,333.1
F1312,333.1
F131z,333.1
F132.,333.2
F1321,345.11
F1323,333.2
F132y,333.2
F132z,333.2
F134.,333.3
F135.,333.3
F1350,333.3
F1351,333.3
F135z,333.3
F136.,333.4
F137.,333.4
F1380,333.4
F1381,333.4
F1382,333.4
F1383,333.0
F139.,333.4
F13A.,333.4
F13B.,333.4
F13X.,333.4
F13z1,333.0
F13z2,333.0
F13z3,333.0
F13zz,333.0
F14..,334.1
F140.,334.1
F141.,334.1
F142.,334.1
F142z,334.1
F143.,334.1
F1440,331.0
F14y0,334.1
F14z.,334.1
F15..,334.2
F150.,334.2
F151.,334.2
F1511,334.2
F151z,334.2
F152.,334.2
F1521,334.2
F1522,334.2
F1523,334.2
F1524,334.2
F152z,334.2
F16..,334.2
F160.,334.0
F1600,334.0
F1614,334.0
F164.,344.0
F16y.,334.0
F16yz,334.0
F16z.,334.0
F17..,337.0
F170.,337.1
F1700,337.1
F170z,337.0
F171z,337.0
F172.,337.0
F173.,733.0
F17z.,337.0
F20..,335.0
F202.,335.0
F203.,335.0
F206.,335.0
F207.,335.0
F208.,335.0
F20z.,335.0
F21..,341.0
F213.,341.0
F21X.,341.0
F21y.,341.0
F21y1,341.0
F21z.,341.0
F22..,342.0
F220.,342.0
F221.,342.0
F222.,342.0
F223.,342.0
F22z.,342.0
F23..,343.0
F230.,343.0
F2301,343.0
F231.,343.0
F23z.,343.0
F240.,344.0
F2401,344.0
F241.,344.0
F2411,344.0
F242.,344.0
F246.,344.0
F2461,344.0
F246z,344.0
F24y.,344.0
F24y0,333.8
F24y1,344.0
F24y2,333.8
F24yz,344.0
F24z.,344.0
F25..,345.0
F250.,345.11
F2500,345.3
F2502,345.11
F2503,345.11
F2504,345.11
F250y,345.11
F251.,345.11
F2510,345.3
F2512,345.11
F2513,345.11
F2514,345.11
F2515,345.11
F2516,345.3
F251z,345.11
F252.,345.1
F253.,345.1
F254.,345.12
F2540,345.12
F2541,345.12
F2545,345.12
F254z,345.12
F255.,345.1
F2550,345.1
F2556,345.1
F255z,345.1
F256.,345.11
F256.,345.3
F257.,345.3
F258.,345.0
F25A.,345.11
F25F.,345.3
F25H.,345.3
F25X.,345.1
F25y.,345.1
F25y2,345.12
F25y3,345.3
F25yz,345.1
F25z.,345.0
F26..,340.0
F260.,340.1
F261.,340.0
F2610,340.0
F2611,339.0
F261z,340.0
F262.,340.0
F2620,340.0
F2622,340.0
F2623,340.1
F2624,340.0
F2625,340.0
F2626,306.9
F2627,340.0
F2629,306.9
F262A,306.9
F262B,306.9
F262D,340.0
F262z,340.0
F26y.,340.0
F26y0,340.1
F26y1,340.0
F26y2,340.0
F26y3,340.1
F26yz,340.0
F26z.,340.0
F27..,347.0
F270.,347.0
F271.,347.0
F28..,348.9
F280.,348.4
F2800,348.4
F2801,348.4
F280y,348.4
F281.,348.0
F282.,348.2
F283.,348.8
F2840,348.2
F286.,798.1
F2860,798.1
F287.,458.9
F28z.,348.9
F290.,967.0
F2900,967.0
F2901,967.0
F2923,349.0
F2924,1011.0
F29y.,349.0
F29y2,349.0
F29y3,349.0
F29y4,334.0
F29y5,339.0
F29y6,349.0
F2A..,342.0
F2C..,345.3
F2W..,339.0
F2W0.,339.0
F2X..,339.0
F30..,352.1
F301.,352.1
F3010,352.1
F301z,352.1
F302.,352.1
F30y.,352.1
F30z.,352.1
F31..,352.2
F310.,352.2
F312.,352.2
F31y0,352.2
F31z.,352.2
F320.,352.0
F321.,352.0
F323.,352.0
F3230,473.3
F326.,352.0
F326z,352.0
F32z.,352.0
F33..,353.0
F330.,353.1
F3300,754.0
F3301,353.1
F3302,353.1
F3303,353.1
F331.,353.1
F332.,353.2
F333.,353.2
F334.,353.2
F335.,353.1
F336.,353.0
F3360,353.0
F337.,353.0
F338.,334.0
F33y.,353.0
F33z.,353.0
F34..,351.0
F340.,351.0
F341.,351.0
F3410,351.0
F3411,351.0
F341z,351.0
F342.,351.0
F3420,351.0
F3423,351.0
F3424,351.0
F342z,351.0
F3430,351.0
F343z,351.0
F345.,355.0
F346.,351.0
F347.,351.0
F35..,351.0
F350.,351.0
F351.,351.0
F352.,351.0
F353.,351.0
F354.,351.0
F355.,351.0
F3560,351.0
F3561,351.0
F357.,351.0
F35x.,351.0
F35z.,351.0
F36..,356.0
F360z,356.0
F361.,356.0
F3610,356.0
F362.,356.0
F364.,356.0
F366.,357.0
F367.,357.0
F368.,356.0
F3680,356.0
F3681,356.0
F36y.,356.0
F36yz,356.0
F36z.,356.0
F37..,357.0
F370.,357.0
F3700,357.0
F3702,357.0
F377.,357.0
F378.,351.0
F37X.,357.0
F37y0,357.0
F37y1,357.0
F37z.,357.0
F38..,358.0
F380.,358.1
F380z,358.1
F383.,358.0
F38z.,358.0
F3901,359.1
F390z,359.1
F3910,359.1
F3911,359.1
F3914,359.1
F3918,359.1
F392.,359.1
F3920,359.1
F3921,359.1
F3924,359.1
F392z,359.1
F3940,359.2
F397.,359.2
F39B.,359.1
F39W.,359.2
F39X.,359.2
F39z.,359.2
F3z..,357.0
F4...,1011.0
F40..,360.0
F4005,371.0
F401.,369.0
F4010,369.0
F4011,369.0
F4014,369.0
F4023,360.0
F4025,360.2
F4040,360.0
F4042,360.0
F4045,360.0
F4046,360.0
F4050,1001.0
F41..,361.0
F410.,361.1
F4100,361.1
F4104,361.1
F4105,361.0
F4106,361.0
F410z,361.1
F411.,361.2
F4110,361.2
F412.,361.0
F413.,361.0
F4130,361.0
F4131,361.0
F4132,361.0
F4134,361.0
F413z,361.0
F41y.,361.0
F41y0,361.0
F41z.,361.0
F42..,362.0
F420.,250.7
F4200,250.7
F4201,250.7
F4202,250.7
F4203,250.7
F4204,250.7
F4206,250.7
F4207,250.7
F4208,250.7
F420z,250.7
F421.,362.4
F4210,362.4
F4213,362.4
F4215,362.4
F4217,362.4
F4218,362.4
F4219,362.4
F421A,362.4
F421D,362.4
F421E,362.4
F421F,362.4
F421H,362.4
F421z,362.4
F422.,362.3
F4220,362.1
F422z,362.3
F423.,362.4
F4230,362.4
F4231,362.4
F4232,362.4
F4233,362.4
F4236,362.4
F4238,362.4
F4239,362.4
F423z,362.4
F424.,362.31
F4241,362.31
F4242,362.31
F4243,362.31
F4244,362.31
F425.,362.29
F4250,362.29
F4251,362.29
F4252,362.29
F4253,362.29
F4254,362.29
F4255,362.29
F4256,362.29
F4257,362.29
F4258,362.29
F4259,362.29
F425A,362.0
F425z,362.29
F426.,362.6
F4260,362.6
F4261,362.6
F4262,362.6
F4263,362.6
F4266,362.6
F426z,362.6
F427.,362.7
F4276,362.7
F4277,362.7
F4278,362.7
F4279,362.7
F427A,362.7
F427B,362.7
F427C,362.7
F427D,362.7
F427G,362.29
F427K,331.0
F427L,362.7
F427z,362.7
F42y.,362.0
F42y0,362.8
F42y1,362.8
F42y5,362.8
F42y6,362.0
F42y7,362.4
F42y9,362.0
F42yB,362.0
F42yC,362.4
F42yz,362.0
F42z.,362.0
F43..,363.0
F430.,371.0
F4300,371.0
F4304,371.0
F4308,371.0
F4315,371.1
F432.,371.1
F4320,371.1
F4321,371.1
F4322,371.1
F4323,371.1
F432z,371.1
F433.,363.3
F4332,363.3
F4333,363.3
F433z,363.3
F434.,363.4
F4340,363.4
F4343,362.29
F434z,363.4
F4352,363.4
F4355,363.4
F436.,363.0
F4360,363.0
F4362,363.0
F437.,363.0
F4371,363.0
F438.,363.0
F439.,363.0
F43y.,363.0
F43z.,363.0
F44..,379.5
F440.,371.1
F4401,371.1
F4402,371.1
F4403,371.1
F440z,371.1
F441.,371.1
F4410,371.1
F4412,371.1
F4420,371.1
F4421,365.0
F4423,371.1
F442z,371.1
F443.,371.1
F4430,371.1
F4431,371.1
F4440,379.5
F4441,379.5
F4452,379.5
F4455,379.5
F446.,379.5
F4463,379.5
F446z,379.5
F447.,379.5
F447.,371.1
F4471,379.5
F4471,371.1
F4477,379.5
F447D,379.5
F447D,371.1
F448.,379.5
F44y.,379.5
F45..,365.0
F450.,365.0
F4501,365.11
F4502,365.2
F4504,365.0
F450z,365.0
F451.,365.11
F4510,365.11
F4511,365.11
F4512,365.11
F4513,365.11
F4514,753.0
F451z,365.11
F452.,365.2
F4520,365.2
F4521,365.2
F4522,365.2
F4523,365.2
F452z,365.2
F453.,365.0
F4550,365.0
F4551,365.11
F456.,365.0
F4565,365.0
F4566,365.0
F45y.,365.0
F45y2,365.11
F45yz,365.0
F45z.,365.0
F46..,366.0
F4602,366.1
F4603,366.0
F4604,366.0
F4605,366.0
F4606,366.0
F4607,366.2
F460z,366.1
F461.,366.2
F4610,366.2
F4611,366.0
F4614,366.0
F4615,366.0
F4618,366.2
F4619,366.2
F462.,366.3
F4623,366.3
F463.,366.0
F4632,366.0
F4634,366.0
F4644,366.0
F4646,366.0
F465.,366.0
F4653,366.0
F4655,366.0
F466.,366.0
F46y.,366.0
F46yz,366.0
F46z.,366.0
F46z0,366.0
F47..,367.0
F470.,367.8
F471.,367.1
F4710,367.1
F472.,367.2
F4720,367.2
F4722,367.2
F472z,367.2
F473.,368.3
F4730,368.3
F474.,367.4
F475.,368.7
F47z.,367.0
F48..,368.0
F480.,368.1
F4800,368.1
F4801,368.1
F4803,368.1
F481.,368.9
F4810,368.9
F4811,368.9
F4812,368.4
F4813,368.9
F4814,368.9
F4815,368.9
F4816,368.9
F4817,368.9
F481B,368.9
F481C,368.9
F481J,368.9
F481K,368.9
F481M,292.12
F482.,368.2
F483.,368.2
F4835,378.0
F484.,368.4
F4840,368.4
F4841,368.4
F4843,368.4
F4845,368.4
F484A,368.4
F484B,368.4
F484C,368.4
F484D,368.4
F484F,368.4
F484G,368.4
F484H,368.4
F484J,368.4
F484K,368.4
F484L,368.4
F484M,368.4
F484z,368.4
F485.,368.5
F485z,368.5
F48y.,368.0
F48y0,368.0
F48z.,368.0
F49..,367.9
F490.,367.9
F4900,367.9
F492.,367.9
F4920,367.9
F492z,367.9
F493.,367.9
F4950,367.9
F495A,367.9
F496.,367.9
F499.,367.9
F49y.,367.9
F4A..,370.0
F4A0.,370.1
F4A01,370.1
F4A02,370.1
F4A04,370.1
F4A06,370.1
F4A0z,370.1
F4A2.,370.0
F4A20,370.0
F4A21,370.0
F4A24,370.0
F4A25,370.0
F4A27,370.0
F4A3.,370.3
F4A30,370.3
F4A31,369.5
F4A33,370.3
F4A4.,370.3
F4A40,370.3
F4A50,370.0
F4A51,370.0
F4A53,370.0
F4A6.,370.0
F4A60,370.0
F4A6z,370.0
F4Ay.,370.0
F4Az.,370.0
F4B..,364.0
F4B0.,364.1
F4B00,364.1
F4B03,364.1
F4B0z,364.1
F4B1.,364.0
F4B10,364.0
F4B13,364.0
F4B1z,364.0
F4B2.,364.2
F4B23,364.2
F4B24,364.2
F4B2z,364.2
F4B3.,364.0
F4B32,364.0
F4B4.,364.4
F4B40,364.4
F4B41,364.4
F4B43,364.0
F4B44,364.4
F4B46,364.4
F4B47,364.4
F4B48,364.4
F4B4z,364.4
F4B5.,364.5
F4B50,364.5
F4B54,364.5
F4B55,364.5
F4B57,364.5
F4B59,364.4
F4B5A,364.5
F4B5B,364.5
F4B6.,364.41
F4B60,364.41
F4B61,364.41
F4B62,364.41
F4B6z,364.41
F4B71,364.0
F4By.,364.0
F4Byz,364.0
F4Bz.,364.0
F4C..,372.0
F4C0.,369.5
F4C00,369.5
F4C01,369.5
F4C02,369.5
F4C03,369.5
F4C04,369.5
F4C05,369.5
F4C06,369.5
F4C0z,369.5
F4C1.,371.2
F4C10,371.2
F4C12,371.2
F4C13,371.2
F4C14,371.2
F4C1z,371.2
F4C2.,369.5
F4C20,369.5
F4C22,369.5
F4C2z,369.5
F4C3.,369.5
F4C30,369.5
F4C31,695.3
F4C33,369.5
F4C3z,369.5
F4C4.,372.0
F4C40,372.0
F4C42,372.0
F4C45,372.0
F4C4z,372.0
F4C51,372.0
F4C52,372.0
F4C53,372.0
F4C54,372.0
F4C55,372.0
F4C60,371.2
F4C7.,372.0
F4C70,372.0
F4C71,372.0
F4C72,372.0
F4C73,372.0
F4C74,372.0
F4C75,372.0
F4C77,372.0
F4C78,372.0
F4Cy.,372.0
F4Cz.,372.0
F4D..,371.3
F4D0.,371.3
F4D00,371.3
F4D01,371.3
F4D02,371.3
F4D0z,371.3
F4D1.,371.3
F4D10,371.3
F4D11,371.3
F4D12,371.3
F4D13,371.3
F4D14,371.3
F4D2.,371.3
F4D30,371.33
F4D31,371.33
F4Dy0,371.3
F4Dz.,371.3
F4E..,374.0
F4E0.,374.1
F4E00,374.1
F4E01,374.1
F4E02,374.1
F4E03,374.1
F4E05,374.1
F4E06,374.1
F4E07,374.1
F4E1.,374.1
F4E10,374.1
F4E11,374.1
F4E12,374.1
F4E14,374.1
F4E1z,374.1
F4E2.,374.2
F4E3.,374.3
F4E33,374.3
F4E34,374.3
F4E3z,374.3
F4E4.,374.0
F4E40,374.0
F4E42,374.0
F4E46,374.0
F4E51,374.0
F4E52,374.0
F4E53,374.0
F4Ey.,374.0
F4Ey0,374.0
F4Ey1,374.0
F4Ey3,374.0
F4Ey4,374.0
F4Ey6,374.0
F4Ey7,293.1
F4Ey8,374.0
F4Eyz,374.0
F4Ez.,374.0
F4F..,375.0
F4F0.,375.0
F4F00,375.0
F4F1.,375.0
F4F10,375.0
F4F14,375.0
F4F1z,375.0
F4F2.,375.2
F4F20,375.2
F4F21,375.2
F4F22,375.2
F4F2z,375.2
F4F3.,375.0
F4F3.,369.0
F4F30,375.0
F4F30,369.0
F4F31,375.0
F4F31,369.0
F4F32,375.0
F4F32,369.0
F4F3z,375.0
F4F3z,369.0
F4F4.,375.0
F4F40,375.0
F4F42,375.0
F4F5.,375.0
F4F50,375.0
F4F51,375.0
F4F52,375.0
F4F53,375.0
F4F54,375.0
F4F55,375.0
F4F5z,375.0
F4Fy.,375.0
F4Fz.,375.0
F4G..,376.0
F4G01,369.0
F4G02,369.0
F4G05,369.0
F4G11,371.9
F4G12,371.9
F4G42,376.0
F4G45,376.0
F4G4z,376.0
F4Gy.,376.0
F4Gy0,376.0
F4Gyz,376.0
F4Gz.,376.0
F4H0.,377.0
F4H00,377.0
F4H0z,377.0
F4H1.,377.1
F4H10,377.1
F4H14,377.1
F4H15,377.1
F4H16,377.1
F4H17,377.1
F4H1z,377.1
F4H2.,377.0
F4H20,377.0
F4H22,377.0
F4H2z,377.0
F4H3.,377.3
F4H30,377.3
F4H31,377.3
F4H32,377.3
F4H34,377.3
F4H3z,377.3
F4H40,377.3
F4H41,377.3
F4H42,377.3
F4H4z,377.3
F4H52,377.0
F4H6z,377.0
F4H73,377.0
F4Hz.,377.0
F4J..,378.0
F4J0.,378.1
F4J00,378.1
F4J01,378.1
F4J0z,378.1
F4J1.,378.1
F4J10,378.1
F4J16,378.1
F4J1z,378.1
F4J21,378.1
F4J3.,378.1
F4J31,378.1
F4J32,378.1
F4J33,378.1
F4J34,378.1
F4J3z,378.1
F4J41,378.1
F4J42,378.1
F4J45,378.1
F4J51,378.5
F4J52,378.5
F4J53,378.5
F4J54,378.5
F4J55,378.5
F4J70,378.0
F4Jy.,378.0
F4Jy2,378.0
F4Jy7,378.0
F4Jy9,378.0
F4Jz.,378.1
F4K00,379.1
F4K02,379.1
F4K03,379.1
F4K05,370.0
F4K07,379.1
F4K08,379.1
F4K0z,379.0
F4K1.,379.0
F4K15,379.0
F4K1z,379.0
F4K2.,379.2
F4K21,379.2
F4K23,379.2
F4K24,379.2
F4K26,379.2
F4K28,379.2
F4K29,379.2
F4K2A,379.2
F4K2C,379.2
F4K2E,379.2
F4K2z,379.2
F4K3.,379.3
F4K30,379.3
F4K31,379.3
F4K33,379.3
F4K34,366.0
F4K4.,379.4
F4K41,379.4
F4K42,379.4
F4K43,379.4
F4K46,379.4
F4K5.,378.2
F4K50,378.2
F4K51,378.2
F4K52,378.2
F4K5z,378.2
F4Ky.,379.0
F4Kz.,379.0
F4Kz0,379.0
F4Kz1,379.9
F4Kz2,379.0
F4Kz3,379.0
F4Kz4,379.0
F4Kz5,379.0
F4Kzz,379.0
F4y..,379.0
F4z..,379.0
F5...,388.0
F500.,380.0
F5001,380.0
F5002,380.0
F5003,380.0
F500z,380.0
F501.,380.1
F5010,380.1
F5011,380.1
F5012,380.1
F5013,380.1
F5018,380.1
F5018,686.1
F5019,380.1
F501E,380.1
F501F,380.1
F501y,380.1
F501z,380.1
F502.,380.1
F5020,385.3
F5023,380.1
F5024,380.1
F5026,380.1
F5027,380.1
F502z,380.1
F503.,380.0
F5030,380.0
F5031,915.0
F5032,380.0
F5033,380.0
F503z,380.0
F504.,380.4
F505.,380.0
F5050,380.0
F506.,380.1
F506.,686.1
F50y.,380.0
F50y0,380.0
F50yz,380.0
F50z.,380.0
F510.,381.1
F5100,381.1
F5101,381.1
F5102,381.1
F510z,381.1
F511.,381.1
F5110,381.1
F5111,381.1
F5112,381.1
F5113,381.1
F511z,381.1
F512.,381.1
F5120,381.1
F512z,381.1
F5130,381.1
F513z,381.1
F514.,381.1
F5140,381.1
F5141,381.1
F5142,381.1
F514z,381.1
F515.,381.2
F5150,381.2
F515z,381.2
F516.,381.2
F5160,381.2
F516z,381.2
F517.,381.2
F518.,381.1
F51y.,381.2
F51y0,381.2
F51yz,381.2
F51z.,381.2
F52..,381.11
F520.,381.11
F5200,381.11
F520z,381.11
F521.,381.11
F522.,381.11
F523.,381.11
F524.,381.11
F5240,381.11
F525.,381.11
F526.,381.11
F527.,381.11
F528.,381.11
F52z.,381.11
F53..,381.3
F530.,381.3
F5300,381.3
F531.,381.3
F5332,385.3
F533z,388.0
F53y.,381.3
F53y1,381.3
F53z.,381.3
F54..,384.0
F540.,384.1
F5401,384.1
F5402,384.1
F540z,384.1
F541.,384.1
F542.,384.4
F5420,384.4
F5421,384.4
F5422,384.4
F5423,384.4
F5424,384.4
F542z,384.4
F543.,384.0
F54y.,384.0
F54y0,384.0
F54y1,384.0
F54y3,384.0
F54z.,384.0
F55..,385.0
F550.,385.5
F5500,385.5
F5501,385.5
F550z,385.5
F551.,385.5
F5522,385.5
F5530,385.3
F5531,385.3
F5532,385.3
F5533,385.3
F5535,385.3
F553z,385.3
F55z.,385.0
F56..,386.0
F560.,386.1
F5600,386.1
F5602,386.1
F5603,386.1
F560z,386.1
F561.,386.2
F5610,386.2
F5611,386.2
F5612,386.2
F5612,79.0
F5613,386.2
F5613,79.0
F5614,386.2
F5615,386.2
F561z,386.2
F562.,386.21
F563.,386.3
F5630,386.3
F5633,386.3
F5635,386.3
F563z,386.3
F565.,386.3
F5650,386.3
F565z,386.3
F56X.,386.0
F56z.,386.0
F57..,383.0
F572.,383.0
F57z.,383.0
F58..,388.0
F5801,389.3
F5802,389.3
F581.,389.3
F5811,389.3
F5812,389.3
F582.,389.0
F583.,389.4
F5830,389.4
F5831,389.4
F583z,389.4
F584.,389.5
F5842,389.5
F5843,389.5
F5850,389.5
F586.,381.9
F5860,381.9
F5862,381.9
F587.,382.0
F5870,382.0
F5871,382.0
F5872,382.0
F587z,382.0
F58z.,388.0
F59..,389.0
F590.,389.2
F5900,389.2
F5902,389.2
F5903,389.2
F5905,389.2
F5906,389.2
F590z,389.2
F591.,389.1
F5910,389.1
F5911,389.1
F5912,389.1
F5913,389.1
F5914,389.1
F5916,389.1
F5917,389.1
F591C,389.1
F591D,389.1
F591y,389.1
F591z,389.1
F592.,389.0
F5921,389.0
F593.,389.0
F594.,389.0
F595.,389.0
F596.,389.0
F597.,389.0
F598.,389.0
F59A.,389.0
F59y.,389.0
F59z.,389.0
F5A..,389.0
F5z..,388.0
Fy0..,327.0
Fy00.,327.41
Fy01.,291.8
Fy02.,327.6
Fy03.,327.3
Fy04.,327.3
Fyu04,1011.0
Fyu06,323.8
Fyu06,323.0
Fyu21,349.0
Fyu23,333.8
Fyu26,333.3
Fyu29,349.0
Fyu4.,341.0
Fyu41,341.0
Fyu51,345.1
Fyu53,340.0
Fyu54,339.0
Fyu58,327.0
Fyu5C,339.0
Fyu5D,339.0
Fyu5E,339.0
Fyu5F,339.0
Fyu5G,339.0
